Stock,Date,Open,High,Low,Close,Volume,SMA_10,RSI,MACD,Bollinger_Upper,Bollinger_Lower,GDP_Growth,Inflation_Rate,Interest_Rate,Sentiment_Score,Next_Close,Target
AAPL,2010-03-18,126.6889311403437,133.42805995321402,128.8275783254809,129.20412277512213,1900328,198.9394676144637,42.23403926089602,-2.135517246835348,141.36518530564126,120.54960749095387,2.910036866838278,1.6465138135200388,3.6037397743016166,-0.9589258921112491,128.5734522592857,0
AAPL,2010-04-02,401.8573119988883,412.7211484274238,401.73991812642345,405.98448164369074,3910597,245.27296799697075,31.07818012712886,-4.153860069029952,417.99624412076537,394.10978450714435,2.8651146934743807,2.199277131586411,1.8329740017046272,-0.09722315709958274,403.0466377018368,0
AAPL,2010-04-05,422.861059306267,434.738458968106,415.95969959390624,430.13313010680673,2707948,254.9270272066861,55.83903726294574,0.3713488269781813,443.77393013020327,417.60338186191296,3.407162986302643,2.9413418689158104,1.0241347934728746,0.24617186777465672,424.7377919654333,0
AAPL,2010-04-23,280.9222356585169,290.5097705211284,266.7112901660227,276.70829634373297,4197085,218.3023440102179,43.395677851630474,1.9805451989967748,287.21008616098214,264.33892636463077,3.089209725671812,2.575881363765556,0.7787943642784255,-0.25985625041061744,279.7037807188359,1
AAPL,2010-04-28,260.0029674867451,262.35136869760566,256.2449705708441,257.5224849209817,1226119,191.37307440725675,22.2744364418011,-4.235005996758385,267.8028396925849,252.44621519046157,2.7752336606141474,1.7645501126879568,4.255925479561792,0.08441212397966824,257.69203364703463,1
AAPL,2010-04-30,467.542425967313,476.21858918019217,454.6532551971432,473.20675551142307,999873,286.4769591474819,55.02857881818893,-1.7997147784297218,485.5318887996473,458.88188696920446,3.0009093732747565,2.6633833180981124,1.8301848024801153,0.09493579329587742,481.11948315774123,1
AAPL,2010-05-13,365.1033564547713,378.35424928376574,360.6649201865765,360.96264277311525,608342,295.0689656775682,28.449314690962588,0.21970373796734322,375.47207993212743,350.89623763826876,3.1770213069432627,2.8409606899745286,0.5846110506464182,-0.9032756561435904,362.46124900990145,1
AAPL,2010-05-14,360.51100814577836,377.21652417998706,350.0651055410946,365.95062785194386,2519861,296.4544073844563,66.64876919717133,4.56057756498339,374.3316147371464,353.2377662224778,3.2108208059487096,1.52068894300454,4.84858664450654,0.4449673091804298,367.0564264843159,1
AAPL,2010-05-20,214.16398303322367,219.73146620669777,210.4565544191656,217.3779210456427,4062859,330.84233512724006,46.786022081038084,-1.9472059313859313,226.67213862538577,208.35615439039077,3.2207112628043415,1.71182417455733,3.1556233915764147,0.2244211451206708,215.1226922548285,0
AAPL,2010-06-01,63.35711139645526,66.14170438886326,61.47654546894333,64.47197962403507,609912,244.78411491755637,28.979571723865398,-4.430825245723318,75.21719854571872,51.618882130970675,2.9134727145582042,2.074202882831062,4.4238023427845565,0.5871470778377581,65.59929371468112,1
AAPL,2010-06-02,447.4799859493733,455.1175255452402,435.30423130380575,452.226482149599,201224,230.03865913002247,18.355101515006478,2.9602125388320824,467.0674624787836,446.8903114813477,3.0326168068745916,2.7725525475656174,3.2217810875459465,0.7435853057722872,451.177138836454,0
AAPL,2010-06-03,207.71456606524075,212.6717824232627,201.00748196061738,210.515649306644,1796594,286.75741436510185,84.80135918678728,4.850483899049539,218.90315038371267,199.2841933908533,3.3471498772595174,1.8143913262244278,3.5659416301335733,0.3760456394198657,209.23581164027422,0
AAPL,2010-06-18,215.5023413849981,218.55752677375406,208.8173591034748,217.50442260892893,299522,323.5117022615341,30.425022781026712,3.123882347225223,225.69128659012418,206.75570549541663,3.1049404818146207,2.778517495938017,0.8717039231036839,0.16859248409461713,215.6526405298897,0
AAPL,2010-06-18,315.8691702218183,320.87825570648465,310.99208431318084,317.3166155864478,2183901,276.23472605208053,56.72980115642285,3.839642261373289,328.574583019449,310.26095476737464,3.1794266550939763,2.4558698670052563,4.7987570982620715,-0.23857513830913635,321.2914416471146,1
AAPL,2010-06-18,425.6024589485515,441.7852933871997,421.14096310408064,431.6603198203714,2845468,257.63408865264927,54.70729228629555,-3.5742976302063214,444.7613288018624,419.89623276134563,3.2824672241549653,2.2940349819915737,2.474025155241101,-0.6975855895287022,425.44696752612174,0
AAPL,2010-07-02,335.60509790917484,341.83446471679525,326.02772703411756,332.72177436276047,4593692,249.30580773934082,38.80573157749004,-3.9789040768690773,339.71420710297605,320.0399203838516,2.9404488227060868,1.9225843479366502,4.3942053203160185,0.06171574931217938,335.24622320624565,1
AAPL,2010-07-07,413.5913252062213,430.092053162307,412.73992729469165,417.4490430908895,595169,246.42215850077656,68.712028409824,0.6731067725937177,428.8788832812337,405.0030093625163,2.8135427894916765,2.5920910888401694,4.753433007899264,-0.6913412699444934,420.40061605270154,1
AAPL,2010-07-14,477.7945191326227,474.64467596640566,451.81968777467984,471.04605481214844,273079,254.92460049217013,59.37791839318672,-4.591025660518064,479.1626308175924,462.88958165415295,3.1770789139137565,2.654811012675843,3.7852760504428904,0.7445321916066692,478.4171840052125,1
AAPL,2010-07-21,93.4108273869213,96.58052228244986,92.01549382417882,93.00186179743955,360026,274.2781580539712,74.57066146421448,-4.794644974151645,102.21094778357778,82.87122943033276,3.372227711089984,1.586306728427141,1.956436503851332,0.15183033984805427,91.8866562103145,0
AAPL,2010-07-23,283.226550336885,289.2334967730946,279.94673261643953,288.12425966448654,1216749,262.4640027847724,37.733549354663054,-2.3521804486829554,302.60262482308224,280.2031682782595,2.8024571170427817,2.962301150272555,1.1607931867041241,-0.04324094910692833,287.5413211496075,0
AAPL,2010-07-27,472.8070277472719,486.1229019176481,467.89137128790605,480.09476762379904,876872,264.0710951477945,54.463996363486785,4.969693262724334,486.9130722751896,468.4996167612175,3.479964398711057,2.97982528549802,1.2783383384644065,0.9426565606747315,488.3714693392507,1
AAPL,2010-07-30,345.8847306358362,351.20250463297253,339.66327464913803,348.65441866008445,241784,291.91935563563294,83.83972821009323,-0.16777856259353996,357.0612421708044,336.94695213474995,2.721311452444481,1.912911777062748,1.3629324517742445,-0.09204505719899658,347.8650737851667,0
AAPL,2010-08-05,80.68107964603814,80.88651760426905,78.91432370814934,80.5992420030166,2386801,212.61934199434225,20.965378285377287,-1.9639457119378778,86.22453258273451,71.92733370397474,2.906857143505395,2.2315444159426487,1.6340849890225475,-0.40954235755850044,82.13743177021733,1
AAPL,2010-08-18,116.03082090079471,119.7140588383442,114.70905287682729,117.04658023530803,186874,210.96230127703774,83.97938018725002,0.6336926977941229,126.35952795083821,109.29585406920356,3.4159660649783365,1.6023087920299652,1.2630546247188588,-0.8196439409509684,116.14258481006583,0
AAPL,2010-08-24,242.09843045324436,250.85030787553862,232.33086783648199,241.40363531756972,1098560,283.80869883029504,63.46725808604649,4.064008825699069,254.2021221491605,233.71953789942856,3.0100337921143905,2.715163367593215,1.8572324503584818,0.42692252537200237,243.90838028441152,1
AAPL,2010-08-25,421.7978283019578,441.3739785840374,402.22164751510917,423.18190036647826,373320,289.3605317821816,81.12773759586791,3.521420610450246,434.9985834096861,418.1253103001494,2.53090749135302,2.1617100674709127,3.9534021810688205,-0.30779630523991086,420.15012474535774,0
AAPL,2010-09-01,191.0491733434131,195.09370433075338,185.20317531639608,193.91732646826256,4268419,323.36678148253685,15.088511099735893,-3.169284894507732,208.53345250875887,185.40546011417405,2.9040206623460114,1.7988664561802201,1.0282920051700706,-0.7541965159701753,194.25124511277906,1
AAPL,2010-09-07,94.01794132766534,98.50132856491182,93.12391439610018,94.09366109515577,3368617,212.01719316999447,83.86073722545503,1.8979311876165958,104.56220573292087,81.68443534819981,2.7470537965485935,1.9553894385937125,4.1893298178985,-0.9426355545161276,94.18849959632281,1
AAPL,2010-09-09,297.87560513085845,310.8133797572921,297.6220851573138,299.29473568609427,2573483,267.60614708411254,67.34664093532602,-3.2411599105191193,310.5564338040281,291.0398755871002,3.445021772927319,2.580575190589157,4.3244148275744765,-0.09711492431853408,305.15636333189025,1
AAPL,2010-09-21,146.08954906064375,152.02925260882824,140.87030293463354,146.28327573216572,4064052,256.876373401986,83.94462829538875,3.4594310612226415,157.92306076919513,137.29175486469978,3.2640712861228582,2.649062016266591,4.157493462586049,0.13093937108571874,146.26347966903387,0
AAPL,2010-09-30,404.5260894133101,415.40805027559395,398.52216909549225,402.32257114960277,3361791,306.9791034742809,37.4347644024433,2.40495121250302,415.98106589960616,393.70371549024264,2.731178631429455,2.611152393747955,2.774540702068171,0.49808869506520526,403.49290765553866,1
AAPL,2010-10-05,386.5629120699498,397.5572157048301,377.0626116788034,379.9057829781363,4361798,406.3017906488666,54.165399790224676,-4.215965175300664,385.9716054063489,365.5491082386023,2.7501738729351985,2.1485298590213224,2.902169959764601,-0.621028967785201,376.93007051701073,0
AAPL,2010-10-07,494.83526951551954,506.9707413834083,471.7378336412954,491.7841121462895,2389471,393.3491613748686,22.820589983175807,-0.23414254245508115,504.37095066012455,476.96660350700466,3.004441476218686,2.97168360252271,1.8844329985999297,-0.2563918436520787,487.30546208324427,0
AAPL,2010-10-13,194.22513179795106,201.12435812112554,189.42515326771334,197.63007313323,2779573,250.54320142126147,17.805057447249297,1.861810013560456,212.42023134369606,187.23116442108284,2.558968016886163,2.3468633654488222,3.892489816032006,0.9923643228378911,196.45508169335153,0
AAPL,2010-10-15,442.8832585687827,464.71669564200283,431.49696974595435,443.92560766383616,1375403,383.0820799536834,10.90755846694269,-4.8631315960051635,456.7559945657676,431.09907026140877,2.6193809614388455,1.9433093120011393,1.8414566762979017,-0.08547666009405752,442.56403117688575,0
AAPL,2010-10-21,360.36054857523453,379.6886370832731,356.31947113700585,366.7904329825015,117328,246.65829351336137,38.59446743294355,-4.957800120326802,374.8403439393004,356.0658571881145,3.0332091007237034,1.797079636099981,4.945791951707066,0.41003103506495786,365.4533893465352,0
AAPL,2010-10-21,121.0250834432607,127.8078919035223,121.87063038548555,122.00602184611228,3080844,232.17584802095857,29.686184156190745,-1.683606929154707,135.5749910581084,107.33633442949343,3.364553861094011,2.8182088831115317,3.10399697638145,0.13166380894489849,120.27754339156652,0
AAPL,2010-10-29,217.72531584972046,222.73426085106752,209.05486964922673,219.0030904317579,4425674,231.5877959699093,41.099987581708376,-1.538540538323252,227.77107136245544,212.61211297962103,3.375485519841903,2.2635959848743887,3.5487509817450555,0.4416871093216097,215.37616074749073,0
AAPL,2010-11-01,167.64339032533303,172.33421429628342,167.60494568056345,169.86958610103193,2714765,247.76881905638356,46.71805632016515,2.3706751351279927,184.27465608746056,159.16303236886964,2.7517043788230966,2.6564080906682714,4.6083537266914005,0.7273909993174528,166.61915971783216,0
AAPL,2010-11-09,464.089248065902,488.5048554947759,452.32631940910295,470.80514318699073,3315894,306.074408903757,72.4888245283527,4.260411547670222,476.29092454274956,463.8199737503674,2.5400809487540843,2.298910596917671,2.1538510913734727,-0.3743929290559249,476.27800949495315,1
AAPL,2010-11-11,297.40401362957977,303.4532960776781,284.8896122489342,296.4605646257641,411835,265.65850896096066,55.883079602381244,0.8613014657542273,308.8556064091971,281.460989091274,2.945215012573753,1.8441178509143739,0.6382331639708926,0.19162219714728046,294.8289188463361,0
AAPL,2010-11-12,66.44982827239431,65.95526354719158,65.26664865348489,65.31349531024442,397286,271.87741926330193,73.04649953161453,4.259472339871154,79.99986876219785,56.83460548079,3.3900262189585857,2.187274797771171,3.5474877627001358,0.6021902555197665,64.1892571536976,0
AAPL,2010-11-16,99.86824115789092,104.02232025698731,98.70986326808297,101.3713528161064,2706459,245.31495963380232,44.07731186702315,-2.843119223107201,110.2111511744958,89.65329972307256,2.828268317572146,2.5596268124010257,4.848669799326478,-0.8757468414693428,100.32790784050262,0
AAPL,2010-11-19,277.1009721959929,273.841380672545,259.22010195046335,272.79826024203135,3896998,261.48157852995183,54.53133859406761,1.6121098599106087,282.0475638771733,258.2027333252298,3.124468858042674,2.9238040320655347,3.982898423742583,-0.8055472860896027,268.6185032783672,0
AAPL,2010-11-25,370.0256047324088,378.22377930230186,366.28876109717805,371.3830401049589,2626725,318.4800991852502,48.01778702653942,1.4386431383007237,378.66481737151724,360.3523425713221,2.654656603419908,2.665372348066998,3.6752254246495397,-0.5648758904257549,364.8655342899515,0
AAPL,2010-12-06,251.2284391897098,256.69787279772066,243.1671901456532,248.87048828084605,1309752,274.17243030891586,70.4334014554757,4.360853644251485,260.07755415805354,236.02706214712657,2.804989878286504,1.9551959455392929,1.250048912288876,-0.6014085741459161,245.66974046237596,0
AAPL,2010-12-10,377.94395838419103,374.18005965937647,356.0601440845862,372.76222623005,4275508,301.0136086421697,23.687879535821583,-3.5574395818020865,380.11844746036746,363.3575871090369,3.3110662431588063,1.9411634156322113,1.0328947491761362,-0.7070599976009313,365.69523737278035,0
AAPL,2010-12-13,97.57817292709638,102.12856745480465,94.54405555563807,98.84954176161779,2265822,185.5167011212285,86.23655542207872,-1.6128437959381934,107.10543618472008,92.53227233677052,2.775682600947393,1.7658393093251918,3.3836608448672525,-0.7339797618652335,98.78342939928379,0
AAPL,2010-12-14,108.82578792452924,113.69752106265274,109.9143227413233,110.16247215416092,684298,276.4750865842185,20.821725568440954,-4.54439528065103,116.435585473031,100.90898788248643,2.8092233433622984,2.3925362173166453,2.6725709327231506,-0.9218136735001763,109.82208590387248,0
AAPL,2010-12-20,485.3007481152865,508.10639086850017,472.8614822676981,489.7935654649901,1538942,289.9019634947448,28.152070111736887,-2.056596246724843,494.9947175247761,480.102812039355,3.2585001239680857,2.545874171665037,1.8671552229260189,0.9541420617302028,481.559760292017,0
AAPL,2010-12-29,120.05541042617602,121.79065640630003,116.00150947856015,117.8909238749562,4298806,239.3299885313627,34.349717891986785,-2.1477674849993553,126.36195907343696,104.90822349561336,2.719404304244969,2.5198962999685586,2.1147278011044004,0.7783944382865371,116.79178464253886,0
AAPL,2011-01-05,188.45798415065016,195.97194489853877,182.8487970645694,186.87731247616676,3142265,243.12129969245058,39.36436643239655,-3.6436314499386,197.94782804148042,172.68788526750936,2.633189525058179,2.925118343148567,2.623030426437118,-0.03882735006854676,189.5626117474276,1
AAPL,2011-01-24,426.350101299955,448.788776359754,407.86041151444175,428.95805039854093,3461500,232.33820529435923,72.20614154344966,2.679106766537876,443.45577961636496,415.1581673210766,2.9428481888033184,2.4635283980968774,2.0672736927428192,-0.5196301390953988,422.07764071189956,0
AAPL,2011-01-25,394.10443544024156,396.97541438675137,379.8482949470263,390.3654529217711,3808386,340.97758898919636,20.594238966880482,-2.416415736476903,396.2364373781441,384.0373689804015,2.790514270540732,2.748756037555358,2.0378435595688167,-0.05198864955011828,382.66558412299884,0
AAPL,2011-01-28,436.79240368486006,452.1664957941387,410.9907593258835,431.0654620333894,1572576,301.9590029611157,27.07549133417123,2.6106860957472477,443.46580350286894,424.7526714880888,2.648017572772122,1.6290624836664298,1.5573402879665599,0.7001664148961815,427.19488129954505,0
AAPL,2011-02-09,265.95139259434916,274.75265404150196,260.1123077834154,261.68206130196177,154764,336.94307704952917,29.80063720910894,1.683554718942264,269.2257802040154,253.91324805966588,2.542502624450228,1.8679414909612415,4.512128711675038,-0.7782429861859694,260.4328169540157,0
AAPL,2011-02-16,219.8579567327373,233.70313283959356,217.9008487827636,222.94590840293338,2521198,255.01136003812312,53.41269478102223,1.5758978807878172,233.28403722099446,214.3828258806839,3.3451224407615032,1.6141278799119836,3.906307035815208,-0.07412498334512341,227.11617046298844,1
AAPL,2011-02-23,394.9937780739102,395.8061997727038,379.71876025804386,388.9909399831101,4128941,225.93918687073742,76.32686762674655,-2.6830065858223007,403.0998111679823,375.4998542635027,3.434076044914945,2.340148693830896,1.0415069850841778,0.06099517487637174,387.22872253069227,0
AAPL,2011-03-11,156.7405030284274,157.37069992067563,148.47888743797202,156.13680935234515,2057527,258.9582557546496,51.761088285628915,-2.8033049971954895,170.21749439057103,148.16178382952444,3.1783694140555587,2.8498643765622482,3.7805083983564307,-0.09319629560027698,156.18702248330302,1
AAPL,2011-03-15,492.04749787812284,520.5684878411562,485.195807984282,497.5980774476762,3071061,284.19445901645446,11.143948088992435,-2.497912983669485,507.5275840814466,485.86349529925906,3.396383822418249,2.5421504070296126,2.4864448637992442,0.24881519358971338,490.9446115380477,0
AAPL,2011-04-01,338.28277554012686,344.20858650719924,322.5886728671609,332.1891375337037,3073694,265.73406335410203,47.55242418303425,-1.8191370860786304,343.6653565833964,318.45347373040016,3.0624455779400126,2.277866592666495,4.413263562281385,-0.04399657263137047,326.258792452312,0
AAPL,2011-04-07,433.10299981092044,446.51052358221483,424.510206816109,433.111424143886,3569985,280.45419728234737,29.859730269649035,-4.233685429049583,445.249155553463,423.510990084645,3.2366058352123797,1.804160116002667,4.9882115120237,0.3693245384257333,430.58721155306307,0
AAPL,2011-04-08,150.9546119894288,154.549789868483,147.2343023414349,151.39021111576778,309551,168.49761014657045,85.28476983080714,4.489727291164824,162.2432086888382,146.28160001301686,3.147273268272062,2.4625300280554603,3.1154975626628896,-0.34449014234618147,149.68011835499195,0
AAPL,2011-04-20,200.11524581954941,213.19906492644017,195.66525168285298,203.18759615792987,683868,309.9024017503003,81.77954351496778,-4.7986907880727525,209.20034459507997,197.40160523001808,2.5207892127877614,1.7383863131212212,3.9320864437623375,0.5424787310856585,204.5464915177863,1
AAPL,2011-04-20,390.201377473117,392.7183559501535,374.0451022620707,389.1910254641066,3293299,303.07321445986514,82.69944981744797,-2.5439276849559747,403.6102233809962,381.0824992823831,3.285016405783633,2.287606991248775,3.9398790566140613,-0.9782142757703498,395.4733296101227,1
AAPL,2011-05-03,408.62609441987144,422.3116686384388,400.479042858533,409.5281786816846,1100829,287.20076340822834,84.79825629337978,-0.48172601317860675,418.86742000891024,396.6454620497517,2.719443456263095,2.2256079046525263,4.15274866528867,0.9769254065905033,415.442814749202,1
AAPL,2011-05-10,250.68914847391179,260.54315072216434,240.18895042212108,248.65145038945883,636995,324.0228082608144,69.16213119653207,0.7855656762235537,255.26082238958585,240.20938903539857,2.6803916709151303,2.8698293806702684,0.8481463783466544,0.5053465010566185,251.93539908507435,1
AAPL,2011-05-31,120.76843490221331,119.52830017194178,114.35149558391294,119.27140467532202,4756365,238.61327373708986,25.71577439960924,-2.3453647048542114,125.84384127039989,109.50416370578809,2.522054012716765,1.703841499150815,0.6492418282950628,-0.30222193708676204,119.38484071066244,1
AAPL,2011-06-01,391.85685248757216,409.64539105594196,390.2686982574926,398.6570204879519,1666283,276.2155076619996,74.51361518765842,-3.1043066249383333,410.3040733920892,390.82748465645636,3.1939764369805426,1.7251558702672105,1.072982955850723,0.6707738063299635,391.53882410867163,0
AAPL,2011-06-08,459.2281523648416,479.1904430460415,451.07375038289433,466.10419637672123,2334429,236.29233529702023,56.57597459412818,3.2230180954123746,472.65673066341856,453.3221755434972,2.859326814768478,2.8099636165840653,1.7999229532829035,0.8835495376046856,462.3104528808908,0
AAPL,2011-06-20,486.51836666437094,507.68350198116417,470.1554291085194,488.9510026623787,3291235,335.1536811765614,28.16127504252716,2.583537983023466,502.3562819037721,480.5080406413664,2.8235488279831884,1.9542135630219664,2.1136074415607142,-0.7618120507391619,486.4224704127453,0
AAPL,2011-06-28,484.3510010454727,487.58549771164326,453.8314101989938,475.7427609880047,1167127,316.2615327607757,32.002883281267174,-4.242774328680001,489.17684490969935,467.8309750773644,3.0117238877800503,2.3050617278030905,2.9164908834146965,0.506868912796989,479.8559390184017,1
AAPL,2011-07-11,182.71989566709084,193.1776449214356,184.20591155457018,186.04566081777696,2146687,238.78008151603333,55.873921101316384,1.8285774418245557,196.41546952764742,173.38486638868636,2.7064178797361156,2.6492720405874697,2.6045308349103182,0.7355188035751237,189.3785901296947,1
AAPL,2011-07-21,220.4117210538354,222.48064070877714,208.13812538762818,217.62439343877938,1428952,349.7642117007176,64.43586782909038,-1.5521805518164875,227.88683010454554,211.18218819934654,3.25134899179558,2.6527064819252972,2.0594427796190855,0.027707273947854105,216.75017763305422,0
AAPL,2011-07-27,114.09324359251711,118.46945463234049,110.10814274872043,115.9027285679621,2455341,289.3670022512051,66.23808188255852,-4.196471542867764,130.52331935227932,105.58552448127979,2.7638008949274164,1.5574602304219711,4.572966031840194,0.9314857332654125,117.98420324114716,1
AAPL,2011-08-10,284.87504755184904,297.84169439006814,288.98180347059986,289.99937770787227,3340021,280.0790945248342,58.393309012883414,0.04011867790192092,295.50831161066145,282.8280818336556,3.178101013962833,1.739502360293892,3.898772287904089,0.6540235008153874,295.19742845887856,1
AAPL,2011-08-11,399.49245462970265,398.131674477967,378.0768413411579,394.423568701568,1597537,287.8710968587004,85.49055664355431,4.911237180054984,404.4889462444096,381.27453029574485,2.893763657962044,2.2249319205106586,2.2692454429023523,0.24919359252046247,395.90295723849636,1
AAPL,2011-08-31,476.511937738648,499.70199786905323,474.56202762921464,476.3170399714202,3526961,306.5970687756839,15.644066723299748,3.2006869755089795,490.48901769953653,465.45866098798626,2.725567694174434,2.4260282435283997,2.9413582912884566,0.4062957937751881,467.25719038952434,0
AAPL,2011-09-21,108.84632617781433,112.61410186165905,103.63082073455949,108.46550773185592,2074283,249.49476174670679,89.24471282338384,-0.02973855642274259,123.44877585263822,98.97765424692781,2.8444451434338607,1.655498420367497,2.4408140640554894,0.9864877382626029,107.20743850119159,0
AAPL,2011-09-22,284.90097030855384,292.9456025123948,275.0934961128314,284.9600847848494,3052354,273.65769857157943,38.228089413277225,4.451842864030279,296.21725632020673,278.5683108383646,3.278183732228883,2.9477484694160987,3.229106343894651,0.0634789756127847,282.83819215557855,0
AAPL,2011-10-12,57.67983571788025,60.36625863717798,54.91906152639396,57.57574411788982,3655932,277.9652437728899,14.858513893404277,-0.4111790717104906,68.58955033636265,45.91493602234727,2.6264200288148767,1.647048777474177,1.2225587267113849,-0.8235338767534865,57.119878035236965,0
AAPL,2011-11-01,207.04552723157605,219.38514425044872,202.77325548284406,208.9741154915219,1561169,255.55464111063327,16.622978654208644,0.8321314550038137,222.60985222761252,202.94343985863642,2.6292561157696928,1.6899345342562975,3.1284806056744534,-0.7886315997072428,207.22351324384334,0
AAPL,2011-11-03,187.86384708419354,190.35145438338105,178.19356422207298,185.4392398732007,4103912,310.0713802596965,20.96352266748883,-3.386181260803985,191.60441169405016,170.70002046858733,2.621961840940651,1.8947234135033124,0.6728847779905647,-0.19746716950859433,184.30808893111464,0
AAPL,2011-11-08,81.72606916248392,81.28506290284268,79.46343384808945,80.302049255071,4186352,246.33531225054864,74.4403856099567,4.854393954376054,87.8025130743998,65.62809862329789,2.7877368810586116,2.4512167859664404,1.4365814461002737,0.08921117171248572,80.27903062719123,0
AAPL,2011-11-15,152.84447045203476,152.93903786138367,142.79515962336475,150.17154664398288,795573,261.6737087522183,56.77320724103307,-0.4550693208948484,162.20217156941726,135.2653617990974,3.0872924061739373,2.7285089155025326,3.632345121831798,-0.9659667256563498,153.05732416407938,1
